NCM,NCM_STR,NCM_DESCRICAO
84659591,84659591,Para furar
84659592,84659592,Para escatelar
84659600,84659600,"-- Máquinas para fender, seccionar ou desenrolar"
84659900,84659900,-- Outras
84661000,84661000,- Porta-ferramentas e fieiras de abertura automática
84662010,84662010,Para tornos
84662090,84662090,Outros
84663000,84663000,"- Dispositivos divisores e outros dispositivos especiais, para máquinas"
84669100,84669100,-- Para máquinas da posição 84.64
84669200,84669200,-- Para máquinas da posição 84.65
84669311,84669311,Para máquinas da subposição 8456.20
84669319,84669319,Outras
84669320,84669320,Para máquinas da posição 84.57
84669330,84669330,Para máquinas da posição 84.58
84669340,84669340,Para máquinas da posição 84.59
84669350,84669350,Para máquinas da posição 84.60
84669360,84669360,Para máquinas da posição 84.61
84669410,84669410,Para máquinas das subposições 8462.11 ou 8462.19
84669420,84669420,Para máquinas das subposições 8462.22 a 8462.29
84669490,84669490,Outras
84671110,84671110,Furadeiras
84671190,84671190,Outras
84671900,84671900,-- Outras
84672100,84672100,"-- Furadeiras (perfuradoras) de qualquer espécie, incluindo as rotativas"
84672200,84672200,-- Serras
84672910,84672910,Tesouras
84672991,84672991,Cortadoras de tecidos
84672992,84672992,Parafusadeiras e rosqueadeiras
84672993,84672993,Martelos
84672999,84672999,Outras
84678100,84678100,-- Serras de corrente
84678900,84678900,-- Outras
84679100,84679100,-- De serras de corrente
84679200,84679200,-- De ferramentas pneumáticas
84679900,84679900,-- Outras
84681000,84681000,- Maçaricos de uso manual
84682000,84682000,- Outras máquinas e aparelhos a gás
84688010,84688010,Para soldar por fricção
84688090,84688090,Outras
84689010,84689010,De maçaricos de uso manual
84689020,84689020,De máquinas ou aparelhos para soldar por fricção
84689090,84689090,Outras
84701000,84701000,"- Calculadoras eletrônicas capazes de funcionar sem fonte externa de energia elétrica e máquinas de bolso com função de cálculo incorporada que permitam gravar, reproduzir e visualizar informações"
84701000,84701000,Calculadora equipada com sintetizador de voz
84702100,84702100,-- Com dispositivo impressor incorporado
84702900,84702900,-- Outras
84703000,84703000,- Outras máquinas de calcular
84705010,84705010,Eletrônicas
84705010,84705010,Terminal ponto de venda ou terminal de captura de dados
84705090,84705090,Outras
84709010,84709010,Máquinas de franquear correspondência
84709090,84709090,Outras
84713011,84713011,"De peso inferior a 350 g, com tela de área não superior a 140 cm2"
84713012,84713012,"De peso inferior a 3,5 kg, com tela de área superior a 140 cm2, mas inferior a 560 cm2"
84713019,84713019,Outras
84713090,84713090,Outras
84714100,84714100,"-- Que contenham, no mesmo corpo, pelo menos uma unidade central de processamento e, mesmo combinadas, uma unidade de entrada e uma unidade de saída"
84714900,84714900,"-- Outras, apresentadas sob a forma de sistemas"
84715010,84715010,"De pequena capacidade, baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (slots), e valor FOB inferior ou igual a US$ 12.500,00, por unidade"
84715020,84715020,"De média capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (slots), e valor FOB superior a US$ 12.500,00, mas não superior a US$ 46.000,00, por unidade"
84715030,84715030,"De grande capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação interna, ou em módulos separados do gabinete do processador central, de unidades de memória da subposição 8471.70, e valor FOB superior a US$ 46.000,00, mas não superior a US$ 100.000,00, por unidade"
84715040,84715040,"De muito grande capacidade, podendo conter no máximo uma unidade de entrada e outra de saída da subposição 8471.60, com capacidade de instalação interna, ou em módulos separados do gabinete do processador central, de unidades de memória da subposição 8471.70, e valor FOB superior a US$ 100.000,00, por unidade"
84715090,84715090,Outras
84716052,84716052,Teclados
84716052,84716052,Com colmeia
84716053,84716053,"Indicadores ou apontadores (mouse e track-ball, por exemplo)"
84716053,84716053,Indicador ou apontador (mouse) com entrada para acionador
84716053,84716053,Acionador de pressão
84716054,84716054,Mesas digitalizadoras
84716059,84716059,Outras
84716061,84716061,Com unidade de saída por vídeo monocromático
84716062,84716062,Com unidade de saída por vídeo policromático
84716080,84716080,Terminais de auto-atendimento bancário
84716090,84716090,Outras
84716090,84716090,Linha Braille
84717010,84717010,De discos magnéticos
84717010,84717010,Discos rígidos
84717020,84717020,De discos para leitura ou gravação de dados por meios ópticos (unidade de disco óptico)
84717030,84717030,De fitas magnéticas
84717040,84717040,De estado sólido (SSD - Solid-State Drive)
84717090,84717090,"Outras, incluídas as combinações de unidades de, pelo menos, dois dos itens precedentes"
84718000,84718000,- Outras unidades de máquinas automáticas para processamento de dados
84719011,84719011,De cartões magnéticos
84719012,84719012,Leitores de códigos de barras
84719013,84719013,Leitores de caracteres magnetizáveis
84719014,84719014,Digitalizadores de imagens (scanners)
84719014,84719014,Equipados com sintetizador de voz
84719019,84719019,Outros
84719090,84719090,Outros
84721000,84721000,- Duplicadores
84721000,84721000,Duplicador Braille
84723010,84723010,Máquinas automáticas para obliterar selos postais
84723020,84723020,Máquinas automáticas para seleção de correspondência por formato e classificação e distribuição da mesma por leitura óptica do código postal
84723030,84723030,"Máquinas automáticas para seleção e distribuição de encomendas, por leitura óptica do código postal"
84723090,84723090,Outras
84729010,84729010,"Distribuidores (dispensadores) automáticos de notas (papéis-moeda), incluindo os que efetuam outras operações bancárias"
84729020,84729020,"Máquinas do tipo utilizado em caixas de banco, com dispositivo para autenticar"
84729030,84729030,Máquinas para selecionar e contar moedas ou notas (papéis-moeda)
84729040,84729040,"Máquinas apontadoras de lápis (apara-lápis), perfuradores, grampeadores e desgrampeadores"
84729051,84729051,Com capacidade de classificação superior a 400 documentos por minuto
84729059,84729059,Outras
84729091,84729091,Máquinas para imprimir endereços ou para estampar placas de endereços
84729099,84729099,Outros
84729099,84729099,Máquinas não automáticas de escrever em Braille
84732100,84732100,"-- Das calculadoras eletrônicas das subposições 8470.10, 8470.21 ou 8470.29"
84732910,84732910,"Circuitos impressos com componentes elétricos ou eletrônicos, montados, para caixas registradoras"
84732920,84732920,De máquinas da subposição 8470.30
84732990,84732990,Outros
84733011,84733011,"Com fonte de alimentação, mesmo com módulo display numérico"
84733019,84733019,Outros
84733031,84733031,"Conjuntos cabeça-disco (HDA - Head Disk Assembly) de unidades de discos rígidos, montados"
84733032,84733032,Braços posicionadores de cabeças magnéticas
84733033,84733033,Cabeças magnéticas
84733034,84733034,Mecanismos bobinadores para unidades de fitas magnéticas (magnetic tape transporter)
84733039,84733039,Outras
84733041,84733041,Placas-mãe (mother boards)
84733042,84733042,Placas (módulos) de memória com uma superfície inferior ou igual a 50 cm2
84733049,84733049,Outros
84733090,84733090,Outros
84734010,84734010,"Circuitos impressos com componentes elétricos ou eletrônicos, montados"
84734070,84734070,Outras partes e acessórios das máquinas dos itens 8472.90.10 ou 8472.90.20
84734090,84734090,Outros
84734090,84734090,De máquinas de escrever ou de máquinas de tratamento de textos
84735010,84735010,"Circuitos impressos com componentes elétricos ou eletrônicos, montados"
84735040,84735040,Cabeças magnéticas
84735050,84735050,Placas (módulos) de memória com uma superfície inferior ou igual a 50 cm2
84735090,84735090,Outros
84741000,84741000,"- Máquinas e aparelhos para selecionar, peneirar, separar ou lavar"
84742010,84742010,De bolas
84742090,84742090,Outros
84743100,84743100,-- Betoneiras e aparelhos para amassar cimento
84743200,84743200,-- Máquinas para misturar matérias minerais com betume
84743900,84743900,-- Outros
84748010,84748010,Para fazer moldes de areia para fundição
84748090,84748090,Outras
84749000,84749000,- Partes
84751000,84751000,"- Máquinas para montagem de lâmpadas, tubos ou válvulas, elétricos ou eletrônicos, ou de lâmpadas de luz relâmpago (flash), que tenham invólucro de vidro"
84752100,84752100,-- Máquinas para fabricação de fibras ópticas e de seus esboços
84752910,84752910,"Para fabricação de recipientes da posição 70.10, exceto ampolas"
84752990,84752990,Outras
84759000,84759000,- Partes
84762100,84762100,-- Com dispositivo de aquecimento ou de refrigeração incorporado
84762900,84762900,-- Outras
84768100,84768100,-- Com dispositivo de aquecimento ou de refrigeração incorporado
84768910,84768910,Máquinas automáticas de venda de selos postais
84768990,84768990,Outras
84769000,84769000,- Partes
84771011,84771011,"Monocolor, para materiais termoplásticos, com capacidade de injeção inferior ou igual a 5.000 g e força de fechamento inferior ou igual a 12.000 kN"
84771019,84771019,Outras
84771021,84771021,"Monocolor, para materiais termoplásticos, com capacidade de injeção inferior ou igual a 5.000 g e
força de fechamento inferior ou igual a 12.000 kN"
84771029,84771029,Outras
84771091,84771091,De comando numérico
84771099,84771099,Outras
84772010,84772010,"Para materiais termoplásticos, de diâmetro da rosca inferior ou igual a 300 mm"
84772090,84772090,Outras
84773010,84773010,"Para fabricação de recipientes termoplásticos de capacidade inferior ou igual a 5 l, com uma produção inferior ou igual a 1.000 unidades por hora, referente a recipiente de 1 l"
84773090,84773090,Outras
84774010,84774010,De moldar a vácuo poliestireno expandido (EPS) ou polipropileno expandido (EPP)
84774090,84774090,Outras
84775100,84775100,-- Para moldar ou recauchutar pneumáticos ou para moldar ou dar forma a câmaras de ar
84775911,84775911,Com capacidade inferior ou igual a 30.000 kN
84775919,84775919,Outras
84775990,84775990,Outras
84778010,84778010,"Máquina de unir lâminas de borracha entre si ou com tecidos com borracha, para fabricação de pneumáticos"
84778090,84778090,Outras
84779000,84779000,- Partes
84781010,84781010,Batedoras-separadoras automáticas de talos e folhas
84781090,84781090,Outros
84789000,84789000,- Partes
84791010,84791010,Automotrizes para espalhar e calcar pisos (pavimentos) betuminosos
84791090,84791090,Outros
84792000,84792000,"- Máquinas e aparelhos para extração ou preparação de óleos ou gorduras vegetais ou de origem microbiana, fixos, ou de animais"
84793000,84793000,"- Prensas para fabricação de painéis de partículas, de fibras de madeira ou de outras matérias lenhosas, e outras máquinas e aparelhos para tratamento de madeira ou de cortiça"
84794000,84794000,- Máquinas para fabricação de cordas ou cabos
84795000,84795000,"- Robôs industriais, não especificados nem compreendidos noutras posições"
84796000,84796000,- Aparelhos de evaporação para arrefecimento do ar
84797100,84797100,-- Do tipo utilizado em aeroportos
84797900,84797900,-- Outras
84798110,84798110,"Diferenciadores das tensões de tração de entrada e saída da chapa, em instalações de galvanoplastia"
84798190,84798190,Outros
84798210,84798210,Misturadores
84798290,84798290,Outros
84798300,84798300,-- Prensas isostáticas a frio
84798911,84798911,Prensas
84798912,84798912,Distribuidores e doseadores de sólidos ou de líquidos
84798921,84798921,Máquinas e aparelhos para cestaria ou espartaria
84798922,84798922,"Máquinas e aparelhos para fabricação de pincéis, brochas ou escovas"
84798931,84798931,Limpadores de para-brisas
84798932,84798932,Acumuladores
84798940,84798940,"Silos metálicos para cereais, fixos (não transportáveis), incluindo as baterias, com mecanismos elevadores ou extratores incorporados"
84798991,84798991,Aparelhos para limpar peças por ultrassom
84798992,84798992,Máquinas de leme para embarcações
84798999,84798999,Outros
84799010,84799010,De limpadores de para-brisas elétricos ou de acumuladores hidráulicos para aeronaves
84799090,84799090,Outras
84801000,84801000,- Caixas de fundição
84802000,84802000,- Placas de fundo para moldes
84803000,84803000,- Modelos para moldes
84804100,84804100,-- Para moldagem por injeção ou por compressão
84804910,84804910,Coquilhas
84804990,84804990,Outros
84805000,84805000,- Moldes para vidro
84806000,84806000,- Moldes para matérias minerais
84807100,84807100,-- Para moldagem por injeção ou por compressão
84807910,84807910,Para vulcanização de pneumáticos
84807990,84807990,Outros
84811000,84811000,- Válvulas redutoras de pressão
84812011,84812011,Com pinhão
84812019,84812019,Outras
84812090,84812090,Outras
84813000,84813000,- Válvulas de retenção
84814000,84814000,- Válvulas de segurança ou de alívio
84818011,84818011,Válvulas para escoamento
84818019,84818019,Outros
84818021,84818021,Válvulas de expansão termostáticas ou pressostáticas
84818029,84818029,Outros
84818029,84818029,"Do tipo gaveta ou do tipo esfera, de ferro ou aço ou de cobre e suas ligas; e do tipo globo,
do tipo borboleta, do tipo agulha ou do tipo diafragma, de ferro ou aço"
84818031,84818031,"Com uma pressão de trabalho inferior ou igual a 50 mbar e dispositivo de segurança termoelétrico incorporado, do tipo utilizado em aparelhos domésticos"
84818039,84818039,Outros
84818091,84818091,Válvulas tipo aerossol
84818092,84818092,Válvulas solenoides
84818093,84818093,Válvulas tipo gaveta
84818094,84818094,Válvulas tipo globo
84818095,84818095,Válvulas tipo esfera
84818096,84818096,Válvulas tipo macho
84818097,84818097,Válvulas tipo borboleta
84818099,84818099,Outros
84819010,84819010,De válvulas tipo aerossol ou dos dispositivos do item 8481.80.1
84819010,84819010,Dos dispositivos do item 8481.80.1
84819090,84819090,Outras
84821010,84821010,De carga radial
84821090,84821090,Outros
84822010,84822010,De carga radial
84822090,84822090,Outros
84823000,84823000,- Rolamentos de roletes em forma de tonel
84824000,84824000,"- Rolamentos de agulhas, incluindo as montagens de gaiolas e agulhas"
84825010,84825010,De carga radial
84825090,84825090,Outros
84828000,84828000,"- Outros, incluindo os rolamentos combinados"
84829111,84829111,Para carga de canetas esferográficas
84829119,84829119,Outras
84829120,84829120,Roletes cilíndricos
84829130,84829130,Roletes cônicos
84829190,84829190,Outros
84829910,84829910,"Selos, capas e porta-esferas de aço"
84829990,84829990,Outras
84831011,84831011,"Forjados, de peso igual ou superior a 900 kg e comprimento igual ou superior a 2.000 mm"
84831019,84831019,Outros
84831019,84831019,"Para motores de ignição por compressão de potência igual ou superior a 125 HP, próprios
para ônibus ou caminhões"
84831020,84831020,Árvores de cames para comando de válvulas
84831030,84831030,Veios flexíveis
84831040,84831040,Manivelas
84831050,84831050,"Árvores de transmissão providas de acoplamentos dentados com entalhes de proteção contra sobrecarga, de comprimento igual ou superior a 1500 mm e diâmetro do eixo igual ou superior a 400 mm"
84831090,84831090,Outras
84832000,84832000,- Mancais (chumaceiras) com rolamentos incorporados
84833010,84833010,"Montados com ""bronzes"" de metal antifricção"
84833021,84833021,De diâmetro interno igual ou superior a 200 mm
84833029,84833029,Outros
84833090,84833090,Outros
84834010,84834010,"Redutores, multiplicadores, caixas de transmissão e variadores de velocidade, incluindo os
conversores de torque"
84834090,84834090,Outros
84835010,84835010,"Polias, exceto as de rolamentos reguladoras de tensão"
84835090,84835090,Outros
84836011,84836011,De fricção
84836019,84836019,Outras
84836090,84836090,Outros
84839000,84839000,- Rodas dentadas e outros elementos de transmissão apresentados separadamente; partes
84841000,84841000,- Juntas metaloplásticas
84842000,84842000,- Juntas de vedação mecânicas
84849000,84849000,- Outros
84851000,84851000,- Por depósito de metal
84852000,84852000,- Por depósito de plástico ou de borracha
84853000,84853000,"- Por depósito de gesso, cimento, cerâmica ou de vidro"
84858000,84858000,- Outras
84859000,84859000,- Partes
84859000,84859000,"De máquinas para fabricação aditiva por depósito de matérias, exceto de plástico, de borracha ou de vidro"
84861000,84861000,- Máquinas e aparelhos para fabricação de boules ou wafers
84862000,84862000,- Máquinas e aparelhos para fabricação de dispositivos semicondutores ou de circuitos integrados eletrônicos
84863000,84863000,- Máquinas e aparelhos para fabricação de dispositivos de visualização de tela (ecrã*) plana
84864000,84864000,- Máquinas e aparelhos especificados na Nota 11 C) do presente Capítulo
84869000,84869000,- Partes e acessórios
84871000,84871000,- Hélices para embarcações e suas pás
84879000,84879000,- Outras
85011011,85011011,"De passo não superior a 1,8°"
85011011,85011011,Próprios para utilização em brinquedos
85011019,85011019,Outros
85011021,85011021,Síncronos
85011029,85011029,Outros
85011030,85011030,Universais
85012000,85012000,"- Motores universais de potência superior a 37,5 W"
85013110,85013110,Motores
85013120,85013120,Geradores
85013210,85013210,Motores
85013220,85013220,Geradores
85013310,85013310,Motores
85013320,85013320,Geradores
85013411,85013411,De potência não superior a 3.000 kW
85013419,85013419,Outros
85013420,85013420,Geradores
85014011,85014011,Síncronos
85014019,85014019,Outros
85014021,85014021,Síncronos
85014029,85014029,Outros
85015110,85015110,"Trifásicos, com rotor de gaiola"
85015110,85015110,"De alto rendimento, segundo norma NBR 17094"
85015120,85015120,"Trifásicos, com rotor de anéis"
85015190,85015190,Outros
85015210,85015210,"Trifásicos, com rotor de gaiola"
85015220,85015220,"Trifásicos, com rotor de anéis"
85015290,85015290,Outros
85015310,85015310,"Trifásicos, de potência não superior a 7.500 kW"
85015320,85015320,"Trifásicos, de potência superior a 7.500 kW, mas não superior a 30.000 kW"
85015330,85015330,"Trifásicos, de potência superior a 30.000 kW, mas não superior a 50.000 kW"
85015390,85015390,Outros
85016100,85016100,-- De potência não superior a 75 kVA
85016200,85016200,"-- De potência superior a 75 kVA, mas não superior a 375 kVA"
85016300,85016300,"-- De potência superior a 375 kVA, mas não superior a 750 kVA"
85016400,85016400,-- De potência superior a 750 kVA
85017100,85017100,-- De potência não superior a 50 W
85017210,85017210,De potência não superior a 75 kW
85017290,85017290,Outros
85018000,85018000,- Geradores fotovoltaicos de corrente alternada
85021110,85021110,De corrente alternada
85021190,85021190,Outros
85021210,85021210,De corrente alternada
85021290,85021290,Outros
85021311,85021311,De potência não superior a 430 kVA
85021319,85021319,Outros
85021390,85021390,Outros
85022011,85022011,De potência não superior a 210 kVA
85022019,85022019,Outros
85022090,85022090,Outros
85023100,85023100,-- De energia eólica
85023900,85023900,-- Outros
85024010,85024010,De frequência
85024090,85024090,Outros
85030010,85030010,"De motores ou geradores das subposições 8501.10, 8501.20, 8501.31, 8501.32 ou do item 8501.40.1"
85030090,85030090,Outras
85030090,85030090,"Partes utilizadas exclusiva ou principalmente em aerogeradores classificados no código
8502.31.00"
85041000,85041000,- Reatores (Balastros*) para lâmpadas ou tubos de descarga
85042100,85042100,-- De potência não superior a 650 kVA
85042200,85042200,"-- De potência superior a 650 kVA, mas não superior a 10.000 kVA"
85042300,85042300,-- De potência superior a 10.000 kVA
85043111,85043111,Transformadores de corrente
85043119,85043119,Outros
85043191,85043191,"Transformador de saída horizontal (fly back), com tensão de saída superior a 18 kV e frequência de varredura horizontal igual ou superior a 32 kHz"
85043192,85043192,"Transformadores de FI, de detecção, de relação, de linearidade ou de foco"
85043193,85043193,"Outros, de largura e comprimento não superior a 50 mm e altura não superior a 25 mm, próprios para montagem por inserção (PTH -Pin Through Hole) ou montagem em superfície (SMD -Surface Mounted Device)"
85043199,85043199,Outros
85043199,85043199,"Transformadores de deflexão (yokes), para tubos de raios catódicos"
85043211,85043211,Para frequências inferiores ou iguais a 60 Hz
85043219,85043219,Outros
85043221,85043221,Para frequências inferiores ou iguais a 60 Hz
85043229,85043229,Outros
85043300,85043300,"-- De potência superior a 16 kVA, mas não superior a 500 kVA"
85043400,85043400,-- De potência superior a 500 kVA
85044010,85044010,Carregadores de acumuladores
85044021,85044021,De cristal (semicondutores)
85044022,85044022,Eletrolíticos
85044029,85044029,Outros
85044030,85044030,Conversores de corrente contínua
85044040,85044040,Equipamento de alimentação ininterrupta de energia (UPS ou no break)
85044050,85044050,"Conversores eletrônicos de frequência, para variação de velocidade de motores elétricos"
85044060,85044060,Aparelhos eletrônicos de alimentação de energia do tipo utilizado para iluminação de emergência
85044090,85044090,Outros
85045010,85045010,"De largura e comprimento não superior a 45 mm e altura não superior a 30 mm, próprias para montagem por inserção (PTH -Pin Through Hole) ou montagem em superfície (SMD -Surface Mounted Device)"
85045090,85045090,Outras
85049010,85049010,Núcleos de pó ferromagnético
85049020,85049020,De reatores para lâmpadas ou tubos de descarga
85049030,85049030,"De transformadores das subposições 8504.21, 8504.22, 8504.23, 8504.33 ou 8504.34"
85049040,85049040,"De conversores estáticos, exceto de carregadores de acumuladores e de retificadores"
85049090,85049090,Outras
85051100,85051100,-- De metal
85051910,85051910,De ferrita (cerâmicos)
85051990,85051990,Outros
85052010,85052010,"Freios (travões) que atuam por corrente de Foucault, do tipo utilizado nos veículos das posições 87.01
a 87.05"
85052090,85052090,Outros
85052090,85052090,Embreagem eletromagnética para colheitadeiras
85059011,85059011,Do tipo utilizado em aparelhos de diagnóstico de imagem por ressonância magnética
85059019,85059019,Outros
85059080,85059080,Outros
85059090,85059090,Partes
85061011,85061011,"De tensão igual a 1,5 V, cilíndricas, do tipo LR14 (C)"
85061012,85061012,"De tensão igual a 1,5 V, cilíndricas, do tipo LR20 (D)"
85061019,85061019,Outras
85061020,85061020,Outras pilhas
85061031,85061031,"Alcalinas, de tensão igual a 9 V"
85061032,85061032,"Alcalinas, de tensão igual a 12 V"
85061039,85061039,Outras
85063010,85063010,Com volume exterior não superior a 300 cm3
85063090,85063090,Outras
85064010,85064010,Com volume exterior não superior a 300 cm3
85064090,85064090,Outras
85065010,85065010,Com volume exterior não superior a 300 cm3
85065090,85065090,Outras
85066010,85066010,Com volume exterior não superior a 300 cm3
85066090,85066090,Outras
85068010,85068010,Com volume exterior não superior a 300 cm3
85068090,85068090,Outras
85069000,85069000,- Partes
85071010,85071010,De capacidade inferior ou igual a 20 Ah e tensão inferior ou igual a 12 V
85071090,85071090,Outros
85071090,85071090,"Do tipo utilizado para o arranque dos motores de ignição por compressão, com intensidade
de corrente igual ou superior a 90 Ah"
85072010,85072010,De peso inferior ou igual a 1.000 kg
85072090,85072090,Outros
85073011,85073011,De capacidade inferior ou igual a 15 Ah
85073019,85073019,Outros
85073090,85073090,Outros
85075010,85075010,"De tensão igual a 1,2 V, cilíndricos do tipo HR6 (AA)"
85075020,85075020,"De tensão igual a 1,2 V, cilíndricos do tipo HR03 (AAA)"
85075090,85075090,Outros
85076000,85076000,- De íon de lítio
85078000,85078000,- Outros acumuladores
85079010,85079010,Separadores
85079020,85079020,"Recipientes de plástico, suas tampas e tampões"
85079090,85079090,Outras
85081100,85081100,-- De potência não superior a 1.500 W e cujo volume do reservatório não exceda 20 l
85081900,85081900,-- Outros
85086000,85086000,- Outros aspiradores
85087000,85087000,- Partes
85094010,85094010,Liquidificadores
85094020,85094020,Batedeiras
85094030,85094030,Moedores de carne
85094040,85094040,Extratores centrífugos de sucos
85094050,85094050,"Aparelhos de funções múltiplas, providos de acessórios intercambiáveis, para processar alimentos"
85094090,85094090,Outros
85098010,85098010,Enceradeiras de pisos
85098090,85098090,Outros
85099000,85099000,- Partes
85101000,85101000,- Aparelhos ou máquinas de barbear
85102000,85102000,- Máquinas de cortar o cabelo ou de tosquiar
85103000,85103000,- Aparelhos de depilar
85109011,85109011,Lâminas
85109019,85109019,Outras
85109020,85109020,Pentes e contrapentes para máquinas de tosquiar
85109090,85109090,Outras
85111000,85111000,- Velas de ignição
85112010,85112010,Magnetos
85112090,85112090,Outros
85113010,85113010,Distribuidores
85113020,85113020,Bobinas de ignição
85114000,85114000,"- Motores de arranque, mesmo funcionando como geradores"
85114000,85114000,"Para sistema elétrico em 24 V, com potência igual ou superior a 3 kW"
85115010,85115010,Dínamos e alternadores
85115010,85115010,"Para sistema elétrico em 24 V, exceto para uso em aeronáutica"
85115090,85115090,Outros
85118010,85118010,Velas de aquecimento
85118020,85118020,Reguladores de voltagem (conjuntores-disjuntores)
85118030,85118030,Ignição eletrônica digital
85118090,85118090,Outros
85119000,85119000,- Partes
85121000,85121000,- Aparelhos de iluminação ou de sinalização visual do tipo utilizado em bicicletas
85122011,85122011,Faróis
85122011,85122011,Para colheitadeiras ou tratores agrícolas
85122019,85122019,Outros
85122021,85122021,Luzes fixas
85122021,85122021,Lanternas para tratores agrícolas
85122022,85122022,Luzes indicadoras de manobras
85122023,85122023,Caixas de luzes combinadas
85122029,85122029,Outros
85123000,85123000,- Aparelhos de sinalização acústica
85124010,85124010,Limpadores de para-brisas
85124020,85124020,Degeladores e desembaçadores
85129000,85129000,- Partes
85131010,85131010,Manuais
85131090,85131090,Outras
85139000,85139000,- Partes
85141100,85141100,-- Prensas isostáticas a quente
85141100,85141100,Industriais
85141900,85141900,-- Outros
85141900,85141900,Industriais
85142011,85142011,Industriais
85142019,85142019,Outros
85142020,85142020,Por perdas dielétricas
85142020,85142020,Industriais
85143100,85143100,-- Fornos de feixe de elétrons
85143200,85143200,-- Fornos de plasma e fornos de arco a vácuo
85143200,85143200,"Fornos de arco a vácuo, industriais"
85143200,85143200,Fornos de plasma
85143900,85143900,-- Outros
85143900,85143900,"Fornos de resistência (de aquecimento direto), exceto industriais"
85144000,85144000,- Outros aparelhos para tratamento térmico de matérias por indução ou por perdas dielétricas
85149000,85149000,- Partes
85151100,85151100,-- Ferros e pistolas
85151900,85151900,-- Outros
85152100,85152100,-- Inteira ou parcialmente automáticos
85152900,85152900,-- Outros
85153110,85153110,"Robôs para soldar, por arco, em atmosfera inerte (MIG - Metal Inert Gas) ou atmosfera ativa (MAG -
Metal Active Gas), de comando numérico"
85153190,85153190,Outros
85153900,85153900,-- Outros
85158010,85158010,Para soldar a laser
85158090,85158090,Outros
85159000,85159000,- Partes
85161000,85161000,"- Aquecedores elétricos de água, incluindo os de imersão"
85161000,85161000,Chuveiro elétrico
85162100,85162100,-- Radiadores de acumulação
85162900,85162900,-- Outros
85163100,85163100,-- Secadores de cabelo
85163200,85163200,-- Outros aparelhos para arranjos do cabelo
85163300,85163300,-- Aparelhos para secar as mãos
85164000,85164000,- Ferros elétricos de passar
85165000,85165000,- Fornos de micro-ondas
85166000,85166000,"- Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras"
85166000,85166000,Fogões de cozinha
85167100,85167100,-- Aparelhos para preparação de café ou de chá
85167200,85167200,-- Torradeiras de pão
85167910,85167910,Panelas
85167920,85167920,Fritadoras
85167990,85167990,Outros
85168010,85168010,Para aparelhos da presente posição
85168090,85168090,Outras
85169000,85169000,- Partes
85169000,85169000,De fogões de cozinha
85171100,85171100,-- Aparelhos telefônicos por fio com unidade auscultador-microfone sem fio
85171300,85171300,-- Telefones inteligentes (smartphones)
85171410,85171410,"De radiotelefonia, analógicos"
85171431,85171431,Portáteis
85171432,85171432,"Fixos, sem fonte própria de energia"
85171439,85171439,Outros
85171441,85171441,"Digitais, operando em banda C, Ku, L ou S"
85171449,85171449,Outros
85171490,85171490,Outros
85171830,85171830,Não combinados com outros aparelhos
85171890,85171890,Outros
85171890,85171890,Telefones públicos
85176130,85176130,De telefonia celular
85176141,85176141,"Principal terrena fixa, sem conjunto antena-refletor"
85176142,85176142,"VSAT (Very Small Aperture Terminal), sem conjunto antena-refletor"
85176143,85176143,"Digitais, operando em banda C, Ku, L ou S"
85176149,85176149,Outras
85176191,85176191,"Digitais, de frequência igual ou superior a 15 GHz e inferior ou igual a 23 GHz e taxa de transmissão inferior ou igual a 8 Mbit/s"
85176192,85176192,"Digitais, de frequência superior a 23 GHz"
85176199,85176199,Outras
85176214,85176214,Concentradores de linhas de assinantes (terminais de central ou terminal remoto)
85176215,85176215,Multiplexadores
85176215,85176215,"Moduladores OFDM (Orthogonal Frequency Division Multiplex), com sintaxe MPEG-TS
(MPEG-Transport Stream), para sistemas de televisão digital terrestre"
85176215,85176215,"Multiplexadores de sinais de áudio, vídeo e dados para sistemas de televisão digital terrestre, com entrada ASI e saída TS (Transport Stream)"
85176221,85176221,"Centrais automáticas públicas, incluindo as de trânsito"
85176229,85176229,Outros
85176234,85176234,Aparelhos para comutação de pacotes de dados (switches)
85176239,85176239,Outros
85176241,85176241,Com capacidade de conexão sem fio
85176249,85176249,Outros
85176251,85176251,Terminais ou repetidores sobre linhas metálicas
85176252,85176252,"Terminais ou repetidores sobre linhas de fibras ópticas, com velocidade de transmissão superior a 2,5 Gbit/s"
85176253,85176253,"Terminais de texto que operem com código de transmissão Baudot, providos de teclado
alfanumérico e visor, mesmo com telefone incorporado"
85176254,85176254,Distribuidores de conexões para redes (hubs)
85176255,85176255,Moduladores-demoduladores (modems)
85176255,85176255,Para comunicação de dados via televisão a cabo (cable modem)
85176256,85176256,Interfones
85176259,85176259,Outros
85176262,85176262,De tecnologia celular
85176264,85176264,"Por satélite, digitais, operando em banda C, Ku, L ou S"
85176265,85176265,"Outros, por satélite"
