NCM,NCM_DESCRICAO,POSICAO
85391090,Outros,8539
85392110,Para uma tensão inferior ou igual a 15 V,8539
85392110,Lâmpadas dicroicas,8539
85392190,Outros,8539
85392190,Lâmpadas dicroicas,8539
85392200,"-- Outros, de potência não superior a 200 W e uma tensão superior a 100 V",8539
85392200,"Lâmpadas incandescentes, de tensão superior a 100 V",8539
85392910,Para uma tensão inferior ou igual a 15 V,8539
85392910,"Para iluminação e projeção, de temperatura de cor superior a 3.000°K, exclusivamente para
cinematografia, cinema e atividades semelhantes, em qualquer base",8539
85392990,Outros,8539
85392990,"Para iluminação e projeção, de temperatura de cor superior a 3.000°K, exclusivamente para
cinematografia, cinema e atividades semelhantes, em qualquer base",8539
85392990,"Lâmpadas incandescentes, de tensão superior a 100 V",8539
85393111,Que contenham mais de 5 mg de mercúrio por cada invólucro (tubo),8539
85393111,"De descarga em baixa pressão, com eficiência superior a 40 lúmens/W (lâmpada fluorescente compacta)",8539
85393119,Outras,8539
85393119,"De descarga em baixa pressão, com eficiência superior a 40 lúmens/W (lâmpada fluorescente compacta)",8539
85393120,Outras lâmpadas,8539
85393120,"De descarga em baixa pressão, de base única, sem reator eletrônico incorporado, com
eficiência superior a 40 lúmens/W (lâmpada fluorescente compacta)",8539
85393131,Com fósforo tribanda e que contenham mais de 5 mg de mercúrio,8539
85393132,Com fósforo em halofosfato e que contenham mais de 10 mg de mercúrio,8539
85393139,Outros,8539
85393210,De vapor de mercúrio,8539
85393210,Lâmpadas mistas,8539
85393220,De vapor de sódio,8539
85393220,De alta pressão,8539
85393230,De halogeneto metálico,8539
85393911,"De comprimento não superior a 500 mm e que contenham mais de 3,5 mg de mercúrio",8539
85393912,"De comprimento superior a 500 mm, mas não superior a 1.500 mm e que contenham mais de 5 mg de mercúrio",8539
85393913,De comprimento superior a 1.500 mm e que contenham mais de 13 mg de mercúrio,8539
85393919,Outros,8539
85393990,Outros,8539
85394110,De potência igual ou superior a 1.000 W,8539
85394190,Outras,8539
85394900,-- Outros,8539
85395100,-- Módulos de diodos emissores de luz (LED),8539
85395200,-- Lâmpadas e tubos de diodos emissores de luz (LED),8539
85399010,Eletrodos,8539
85399020,Bases,8539
85399090,Outras,8539
85401100,-- A cores,8540
85401200,-- A preto e branco ou outros monocromos,8540
85402011,A preto e branco ou outros monocromos,8540
85402019,Outros,8540
85402020,"Tubos conversores ou intensificadores de imagens, de raios X",8540
85402090,Outros,8540
85404000,"- Tubos de visualização de dados gráficos, em monocromos; tubos de visualização de dados gráficos, a cores, com uma tela (ecrã*) fosfórica de espaçamento entre os pontos inferior a 0,4 mm",8540
85406010,"Tubos de visualização de dados gráficos, em cores, com uma tela de espaçamento entre os pontos igual ou superior a 0,4 mm",8540
85406090,Outros,8540
85407100,-- Magnétrons,8540
85407900,-- Outros,8540
85408100,-- Tubos de recepção ou de amplificação,8540
85408910,Válvulas de potência para transmissores,8540
85408990,Outros,8540
85409110,Bobinas de deflexão (yokes),8540
85409120,Núcleos de pó ferromagnético para bobinas de deflexão (yokes),8540
85409130,Canhões eletrônicos,8540
85409140,"Painel de vidro, máscara de sombra e blindagem interna, reunidos, para tubos tricromáticos",8540
85409190,Outras,8540
85409900,-- Outras,8540
85411011,Zener,8541
85411012,"Outros, de intensidade de corrente inferior ou igual a 3 A",8541
85411019,Outros,8541
85411021,Zener,8541
85411022,"Outros, de intensidade de corrente inferior ou igual a 3 A",8541
85411029,Outros,8541
85411031,Zener,8541
85411032,"Outros, de intensidade de corrente inferior ou igual a 3 A",8541
85411039,Outros,8541
85411091,Zener,8541
85411092,"Outros, de intensidade de corrente inferior ou igual a 3 A",8541
85411099,Outros,8541
85412110,Não montados,8541
85412120,"Montados, próprios para montagem em superfície (SMD - Surface Mounted Device)",8541
85412191,"De efeito de campo, com junção heterogênea (HJFET ou HEMT)",8541
85412199,Outros,8541
85412910,Não montados,8541
85412920,Montados,8541
85413011,De intensidade de corrente inferior ou igual a 3 A,8541
85413019,Outros,8541
85413021,De intensidade de corrente inferior ou igual a 3 A,8541
85413029,Outros,8541
85414111,"Diodos emissores de luz (LED), exceto diodos laser",8541
85414112,Diodos laser,8541
85414121,"Diodos emissores de luz (LED), exceto diodos laser, próprios para montagem em superfície (SMD - Surface Mounted Device)",8541
85414122,"Outros diodos emissores de luz (LED), exceto diodos laser",8541
85414123,Diodos laser com comprimento de onda de 1.300 nm ou 1.500 nm,8541
85414124,Outros diodos laser,8541
85414210,Células solares orgânicas,8541
85414220,Outras células solares,8541
85414290,Outras,8541
85414300,-- Células fotovoltaicas montadas em módulos ou em painéis,8541
85414300,Células solares,8541
85414900,-- Outros,8541
85415100,-- Transdutores à base de semicondutores,8541
85415900,-- Outros,8541
85416010,"De quartzo, de frequência igual ou superior a 1 MHz, mas não superior a 100 MHz",8541
85416090,Outros,8541
85419010,Suportes-conectores apresentados em tiras (lead frames),8541
85419020,Coberturas para encapsulamento (cápsulas),8541
85419090,Outras,8541
85423110,Não montados,8542
85423110,Obtidos por tecnologia bipolar,8542
85423120,"Montados, próprios para montagem em superfície (SMD - Surface Mounted Device)",8542
85423190,Outros,8542
85423210,Não montadas,8542
85423210,Obtidas por tecnologia bipolar,8542
85423221,"Dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH",8542
85423229,Outras,8542
85423291,"Dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH",8542
85423299,Outras,8542
85423299,De óxido metálico,8542
85423311,De espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 MHz,8542
85423319,Outros,8542
85423320,"Outros, não montados",8542
85423390,Outros,8542
85423911,De espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 MHz,8542
85423919,Outros,8542
85423920,"Outros, não montados",8542
85423920,Obtidos por tecnologia bipolar,8542
85423931,Circuitos do tipo chipset,8542
85423939,Outros,8542
85423991,Circuitos do tipo chipset,8542
85423999,Outros,8542
85429000,- Partes,8542
85431000,- Aceleradores de partículas,8543
85432000,- Geradores de sinais,8543
85432000,"Geradores de sinais de teste e referência de vídeo nos padrões SDI e HD-SDI, com capacidade de geração de diferentes sinais de teste, dentre eles o color bars e zoneplate",8543
85433010,"De eletrólise, com células de membrana",8543
85433090,Outros,8543
85434000,- Cigarros eletrônicos e dispositivos de vaporização elétricos de uso pessoal semelhantes,8543
85437011,"Para transmissão de sinais de micro-ondas de alta potência (HPA), a válvula TWT do tipo Phase Combiner, com potência de saída superior a 2,7 kW",8543
85437011,De média ou de alta frequência,8543
85437012,"Para recepção de sinais de micro-ondas de baixo ruído (LNA) na banda de 3.600 a 4.200 MHz, com temperatura menor ou igual a 55 Kelvin, para telecomunicações via satélite",8543
85437012,De média ou de alta frequência,8543
85437013,Para distribuição de sinais de televisão,8543
85437013,De média ou de alta frequência,8543
85437014,Outros para recepção de sinais de micro-ondas,8543
85437014,De média ou de alta frequência,8543
85437015,Outros para transmissão de sinais de micro-ondas,8543
85437015,De média ou de alta frequência,8543
85437019,Outros,8543
85437019,De média ou de alta frequência,8543
85437020,Aparelhos para eletrocutar insetos,8543
85437031,"Geradores de efeitos especiais com manipulação em 2 ou 3 dimensões, mesmo combinados com dispositivo de comutação, de mais de 10 entradas de áudio ou de vídeo",8543
85437032,"Geradores de caracteres, digitais",8543
85437033,Sincronizadores de quadro armazenadores ou corretores de base de tempo,8543
85437034,Controladores de edição,8543
85437035,"Misturador digital, em tempo real, com oito ou mais entradas",8543
85437036,"Roteador-comutador (routing switcher) de mais de 20 entradas e mais de 16 saídas, de áudio ou de vídeo",8543
85437036,"Roteadores-comutadores (trouting switcher), contendo mais de 20 entradas e mais de 16 saídas de áudio e/ou vídeo, com interface de entrada de vídeo SDI e HD-SDI e saídas em SDI e HD SDI, entradas de áudio analógico e/ou digital ou capacidade para áudio embedded",8543
85437039,Outros,8543
85437039,"Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou
optomagnético",8543
85437039,"Aparelho de gravação ou reprodução, e edição, de imagem e som de televisão em disco
rígido, por meio magnético, óptico ou optomagnético",8543
85437040,Transcodificadores ou conversores de padrões de televisão,8543
85437050,Simulador de antenas para transmissores com potência igual ou superior a 25 kW (carga fantasma),8543
85437091,"Terminais de texto que operem com código de transmissão Baudot, providos de teclado
alfanumérico e visor, para acoplamento exclusivamente acústico a telefone",8543
85437092,Eletrificadores de cercas,8543
85437099,Outros,8543
85437099,"Amplificadores seriais digitais para distribuição de sinais de vídeo, com retemporizador",8543
85439010,Das máquinas ou aparelhos da subposição 8543.70,8543
85439090,Outras,8543
85441100,-- De cobre,8544
85441911,Revestido de cobre (CCA - Copper Clad Aluminum),8544
85441919,Outros,8544
85441990,Outros,8544
85442000,- Cabos coaxiais e outros condutores elétricos coaxiais,8544
85443000,- Jogos de fios para velas de ignição e outros jogos de fios do tipo utilizado em quaisquer veículos,8544
85443000,Para sistema elétrico em 24 V,8544
85444200,-- Munidos de peças de conexão,8544
85444900,-- Outros,8544
85444900,Para tensão não superior a 80 V,8544
85446000,"- Outros condutores elétricos, para uma tensão superior a 1.000 V",8544
85447010,Com revestimento externo de material dielétrico,8544
85447020,"Com revestimento externo de aço, próprios para instalação submarina (cabo submarino)",8544
85447030,Com revestimento externo de alumínio,8544
85447090,Outros,8544
85451100,-- Do tipo utilizado em fornos,8545
85451910,"De grafita, com um teor de carbono igual ou superior a 99,9 %, em peso",8545
85451920,"Blocos de grafite, do tipo utilizado como cátodos em cubas eletrolíticas",8545
85451990,Outros,8545
85452000,- Escovas,8545
85459010,Carvões para pilhas elétricas,8545
85459020,Resistências aquecedoras desprovidas de revestimento e de terminais,8545
85459030,"Suportes de conexão (nipples), para eletrodos",8545
85459090,Outros,8545
85461000,- De vidro,8546
85462000,- De cerâmica,8546
85469000,- Outros,8546
85471000,- Peças isolantes de cerâmica,8547
85472010,"Tampões vedadores para condensadores, com perfurações para terminais",8547
85472090,Outras,8547
85479000,- Outros,8547
85480010,Termopares do tipo utilizado em dispositivos termoelétricos de segurança de aparelhos alimentados a gás,8548
85480090,Outras,8548
85491100,"-- Desperdícios e resíduos, e sucata, de acumuladores de chumbo-ácido; acumuladores de chumbo-ácidob inservíveis",8549
85491100,Acumuladores inservíveis,8549
85491200,"-- Outros, que contenham chumbo, cádmio ou mercúrio",8549
85491200,"Desperdícios, resíduos e sucatas, à base de cádmio, exceto seus compostos químicos",8549
85491200,"Desperdícios, resíduos e sucatas, contendo compostos químicos de cádmio ou de mercúrio",8549
85491200,"Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis, exceto acumuladores de
chumbo-ácido",8549
85491300,"-- Selecionados por tipo de componente químico e que não contenham chumbo, cádmio ou mercúrio",8549
85491300,"Desperdícios, resíduos e sucatas, contendo compostos químicos de níquel ou de lítio",8549
85491300,"Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis",8549
85491400,"-- Não selecionados e que não contenham chumbo, cádmio ou mercúrio",8549
85491400,"Desperdícios, resíduos e sucatas, contendo compostos químicos de níquel ou de lítio",8549
85491400,"Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis",8549
85491900,-- Outros,8549
85491900,"Desperdícios, resíduos e sucatas, contendo compostos químicos de níquel ou de lítio",8549
85491900,"Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis, exceto acumuladores de
chumbo-ácido",8549
85492100,"-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB)",8549
85492100,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",8549
85492900,-- Outros,8549
85492900,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",8549
85493100,"-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB)",8549
85493100,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",8549
85493900,-- Outras,8549
85493900,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",8549
85499100,"-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB)",8549
85499100,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",8549
85499900,-- Outros,8549
85499900,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",8549
86011000,- De fonte externa de eletricidade,8601
86012000,- De acumuladores elétricos,8601
86021000,- Locomotivas diesel-elétricas,8602
86029000,- Outros,8602
86031000,- De fonte externa de eletricidade,8603
86039000,- Outras,8603
86040010,"Autopropulsados, equipados com batedores de balastro e alinhadores de vias férreas",8604
86040090,Outros,8604
86050010,Vagões de passageiros,8605
86050090,Outros,8605
86061000,- Vagões-tanque (vagões-cisterna) e semelhantes,8606
86063000,"- Vagões de descarga automática, exceto os da subposição 8606.10",8606
86069100,-- Cobertos e fechados,8606
86069200,"-- Abertos, com paredes fixas de altura superior a 60 cm",8606
86069900,-- Outros,8606
86071110,Bogies,8607
86071120,Bissels,8607
86071200,-- Outros bogies e bissels,8607
86071911,"Com rolamentos incorporados, de diâmetro exterior superior a 190 mm, do tipo utilizado em eixos de rodas de vagões ferroviários",8607
86071919,Outros,8607
86071990,Outros,8607
86072100,-- Freios (travões) a ar comprimido e suas partes,8607
86072900,-- Outros,8607
86073000,"- Ganchos e outros sistemas de engate, para-choques, e suas partes",8607
86079100,-- De locomotivas ou de locotratores,8607
86079900,-- Outras,8607
86080011,Mecânicos,8608
86080012,Eletromecânicos,8608
86080090,Outros,8608
86090000,"Contêineres (Contentores*), incluindo os de transporte de fluidos, especialmente concebidos e equipados para um ou mais meios de transporte.",8609
87011000,- Tratores de eixo único,8701
87012100,-- Unicamente com motor de pistão de ignição por compressão (diesel ou semidiesel),8701
87012200,"-- Equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico",8701
87012300,"-- Equipados para propulsão, simultaneamente, com motor de pistão de ignição por centelha (faísca) e motor elétrico",8701
87012400,-- Unicamente com motor elétrico para propulsão,8701
87012900,-- Outros,8701
87013000,- Tratores de lagartas (esteiras),8701
87019100,-- Não superior a 18 kW,8701
87019100,Com tomada de força mecânica ou hidráulica,8701
87019200,"-- Superior a 18 kW, mas não superior a 37 kW",8701
87019200,Com tomada de força mecânica ou hidráulica,8701
87019300,"-- Superior a 37 kW, mas não superior a 75 kW",8701
87019300,Com tomada de força mecânica ou hidráulica,8701
87019410,Tratores especialmente concebidos para arrastar troncos (log skidders),8701
87019490,Outros,8701
87019490,Com tomada de força mecânica ou hidráulica,8701
87019510,Tratores especialmente concebidos para arrastar troncos (log skidders),8701
87019590,Outros,8701
87019590,Com tomada de força mecânica ou hidráulica,8701
87021000,- Unicamente com motor de pistão de ignição por compressão (diesel ou semidiesel),8702
87021000,"Com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³",8702
87021000,"Com volume interno de habitáculo, destinado a passageiros e motorista, igual ou superior a 9 m³",8702
87022000,"- Equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico",8702
87022000,"Com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³",8702
87022000,"Com volume interno de habitáculo, destinado a passageiros e motorista, igual ou superior a 9 m³",8702
87023000,"- Equipados para propulsão, simultaneamente, com motor de pistão de ignição por centelha (faísca) e motor elétrico",8702
87023000,"Com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³",8702
87023000,"Com volume interno de habitáculo, destinado a passageiros e motorista, igual ou superior a 9 m³",8702
87024010,Trólebus,8702
87024090,Outros,8702
87024090,"Com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³",8702
87024090,"Com volume interno de habitáculo, destinado a passageiros e motorista, igual ou superior a 9 m³",8702
87029000,- Outros,8702
87029000,"Com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³",8702
87029000,"Com volume interno de habitáculo, destinado a passageiros e motorista, igual ou superior a 9 m³",8702
87031000,- Veículos especialmente concebidos para se deslocar sobre a neve; veículos especiais para transporte de pessoas nos campos de golfe e veículos semelhantes,8703
87032100,-- De cilindrada não superior a 1.000 cm3,8703
87032210,"Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista",8703
87032290,Outros,8703
87032310,"Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista",8703
87032310,"De cilindrada superior a 1.500 cm³, mas não superior a 2.000 cm³",8703
87032390,Outros,8703
87032390,"De cilindrada superior a 1.500 cm³, mas não superior a 2.000 cm³",8703
87032410,"Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista",8703
87032490,Outros,8703
87033110,"Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista",8703
87033190,Outros,8703
87033210,"Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista",8703
87033290,Outros,8703
87033310,"Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista",8703
87033390,Outros,8703
87034000,"- Outros veículos, equipados para propulsão, simultaneamente, com motor de pistão de ignição por centelha (faísca) e motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica",8703
87035000,"- Outros veículos, equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica",8703
87036000,"- Outros veículos, equipados para propulsão, simultaneamente, com motor de pistão de ignição por centelha (faísca) e motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica",8703
87037000,"- Outros veículos, equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica",8703
87038000,"- Outros veículos, equipados unicamente com motor elétrico para propulsão",8703
87039000,- Outros,8703
87041010,Com capacidade de carga igual ou superior a 85 toneladas,8704
87041090,Outros,8704
87042110,Chassis com motor e cabina,8704
87042110,"De camionetas, furgões, pick-ups e semelhantes",8704
87042120,Com caixa basculante,8704
87042120,"De camionetas, furgões, pick-ups e semelhantes",8704
87042130,Frigoríficos ou isotérmicos,8704
87042130,"De camionetas, furgões, pick-ups e semelhantes",8704
87042190,Outros,8704
87042190,"De camionetas, furgões, pick-ups e semelhantes",8704
87042190,Carro-forte para transporte de valores,8704
87042210,Chassis com motor e cabina,8704
87042220,Com caixa basculante,8704
87042230,Frigoríficos ou isotérmicos,8704
87042290,Outros,8704
87042310,Chassis com motor e cabina,8704
87042320,Com caixa basculante,8704
87042330,Frigoríficos ou isotérmicos,8704
87042340,"De chassis articulado, para o transporte de troncos (forwarder), com grua incorporada, de potência máxima igual ou superior a 126 kW (170 HP)",8704
87042390,Outros,8704
87042390,"Veículo automóvel para transporte de toras de madeira, denominado comercialmente “trator florestal” e, tecnicamente, “forwarder”, exceto os do código 8704.23.40",8704
87043110,Chassis com motor e cabina,8704
87043110,De caminhão,8704
87043120,Com caixa basculante,8704
87043120,Caminhão,8704
87043130,Frigoríficos ou isotérmicos,8704
87043130,Caminhão,8704
87043190,Outros,8704
87043190,Caminhão,8704
87043210,Chassis com motor e cabina,8704
87043220,Com caixa basculante,8704
87043230,Frigoríficos ou isotérmicos,8704
87043290,Outros,8704
87044100,-- De peso em carga máxima (bruto) não superior a 5 toneladas,8704
87044100,"Chassis com motor e cabina, de furgões, pick-ups, camionetas e semelhantes",8704
87044100,"Furgões, pick-ups, camionetas e semelhantes, com caixa basculante, ou frigoríficos, ou
isotérmicos",8704
87044100,"Outros furgões, pick-ups, camionetas e semelhantes",8704
87044100,Carro-forte para transporte de valores,8704
87044200,"-- De peso em carga máxima (bruto) superior a 5 toneladas, mas não superior a 20 toneladas",8704
87044300,-- De peso em carga máxima (bruto) superior a 20 toneladas,8704
87044300,"Veículo automóvel para transporte de toras de madeira, denominado comercialmente “trator florestal” e, tecnicamente, “forwarder”",8704
87045100,-- De peso em carga máxima (bruto) não superior a 5 toneladas,8704
87045100,"Chassis com motor e cabina, exceto de caminhão",8704
87045100,"Com caixa basculante ou frigoríficos ou isotérmicos, exceto caminhões",8704
87045100,"Caminhões, inclusive com caixa basculante, ou frigoríficos ou isotérmicos; chassis de caminhão com motor e cabina",8704
87045200,-- De peso em carga máxima (bruto) superior a 5 toneladas,8704
87046000,"- Outros, unicamente com motor elétrico para propulsão",8704
87049000,- Outros,8704
87051020,Com todos os eixos de rodas direcionáveis e capacidade máxima de elevação inferior a 100 t,8705
87051030,Com capacidade máxima de elevação igual ou superior a 100 t,8705
87051090,Outros,8705
87052000,"- Torres (derricks) automóveis, para sondagem ou perfuração",8705
87053000,- Veículos de combate a incêndio,8705
87054000,- Caminhões-betoneiras,8705
87059010,"Caminhões para a determinação de parâmetros físicos característicos (perfilagem) de poços
petrolíferos",8705
87059090,Outros,8705
87060010,Dos veículos da posição 87.02,8706
87060010,"De veículos dos Ex 01 e 02 dos códigos 8702.10.00, 8702.20.00, 8702.30.00, 8702.40.90 e
8702.90.00",8706
87060020,"Dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10",8706
87060090,Outros,8706
87060090,De caminhões,8706
87071000,- Para os veículos da posição 87.03,8707
87079010,"Dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10",8707
87079090,Outras,8707
87079090,"De veículos dos Ex 01 e 02 dos códigos 8702.10.00, 8702.20.00, 8702.30.00, 8702.40.90 e
8702.90.00",8707
87081000,- Para-choques e suas partes,8708
87082100,-- Cintos de segurança,8708
87082200,"-- Para-brisas, vidros traseiros e outros vidros especificados na Nota de subposição 1 do presente Capítulo",8708
87082911,Para-lamas,8708
87082912,Grades de radiadores,8708
87082913,Portas,8708
87082914,Painéis de instrumentos,8708
87082919,Outros,8708
87082991,Para-lamas,8708
87082992,Grades de radiadores,8708
87082993,Portas,8708
87082994,Painéis de instrumentos,8708
87082995,Geradores de gás para acionar retratores de cintos de segurança,8708
87082999,Outros,8708
87083011,"Dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10",8708
87083019,Outras,8708
87083090,Outros,8708
87084011,"Servo-assistidas, próprias para torques de entrada superiores ou iguais a 750 Nm",8708
87084019,Outras,8708
87084080,Outras caixas de marchas,8708
87084090,Partes,8708
87085011,"Eixos com diferencial com capacidade de suportar cargas superiores ou iguais a 14.000 kg, redutores planetários nos extremos e dispositivo de freio (travão) incorporado, do tipo utilizado em veículos da subposição 8704.10",8708
87085012,Eixos não motores,8708
87085019,Outros,8708
87085080,Outros,8708
87085091,"De eixos não motores, dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10",8708
87085099,Outras,8708
87087010,"De eixos propulsores dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10",8708
87087090,Outros,8708
87088000,- Sistemas de suspensão e suas partes (incluindo os amortecedores de suspensão),8708
87088000,"Amortecedores de suspensão de veículos das posições 87.02, 87.04 (exceto a subposição
8704.10) e 87.05 e das subposições 8701.21 a 8701.29",8708
87088000,"Amortecedores de suspensão, exceto os do Ex 01",8708
87089100,-- Radiadores e suas partes,8708
87089200,-- Silenciosos e tubos de escape; suas partes,8708
87089200,"De veículos das posições 87.01, 87.02, 87.04 e 87.05 (exceto partes)",8708
87089200,Partes,8708
87089300,-- Embreagens e suas partes,8708
87089300,"De veículos das posições 87.01, 87.02, 87.04 e 87.05",8708
87089411,Volantes,8708
87089412,Colunas,8708
87089413,Caixas,8708
87089481,Volantes,8708
87089482,Colunas,8708
87089483,Caixas,8708
87089490,Partes,8708
87089510,Bolsas infláveis de segurança com sistema de insuflação (airbags),8708
87089521,Bolsas infláveis para airbags,8708
87089522,Sistema de insuflação,8708
87089529,Outras,8708
87089910,"Dispositivos para comando de acelerador, freio (travão), embreagem, direção ou caixa de marchas mesmo os de adaptação dos preexistentes, do tipo utilizado por pessoas incapacitadas",8708
87089990,Outros,8708
87091100,-- Elétricos,8709
87091900,-- Outros,8709
87099000,- Partes,8709
87100000,"Tanques e outros veículos blindados de combate, armados ou não, e suas partes.",8710
87111000,- Com motor de pistão de cilindrada não superior a 50 cm3,8711
87112010,Motocicletas de cilindrada inferior ou igual a 125 cm3,8711
87112020,Motocicletas de cilindrada superior a 125 cm3,8711
87112090,Outros,8711
87113000,"- Com motor de pistão de cilindrada superior a 250 cm3, mas não superior a 500 cm3",8711
87114000,"- Com motor de pistão de cilindrada superior a 500 cm3, mas não superior a 800 cm3",8711
87115000,- Com motor de pistão de cilindrada superior a 800 cm3,8711
87116000,- Com motor elétrico para propulsão,8711
87119000,- Outros,8711
87120010,Bicicletas,8712
87120010,Bicicletas com câmbio,8712
87120090,Outros,8712
87131000,- Sem mecanismo de propulsão,8713
87139000,- Outros,8713
87141000,- De motocicletas (incluindo os ciclomotores),8714
87141000,Peças plásticas moldadas por injeção,8714
87142000,- De cadeiras de rodas ou de outros veículos para pessoas com incapacidade,8714
87149100,"-- Quadros e garfos, e suas partes",8714
87149200,-- Aros e raios,8714
87149311,"Sem rosca, para pinhões do tipo cassete",8714
87149319,Outros,8714
87149320,Pinhões de rodas livres,8714
87149410,Cubos de freios (travões),8714
87149490,Outros,8714
87149500,-- Selins,8714
87149611,Pedaleiros com pedivelas de peça única (monobloco),8714
87149612,Pedivelas de peça única (monobloco),8714
87149619,Outros,8714
87149690,Outros,8714
87149910,Câmbio de velocidades,8714
87149920,Caixas de direção sem rosca,8714
87149990,Outros,8714
87150000,"Carrinhos e veículos semelhantes para transporte de crianças, e suas partes.",8715
87161000,"- Reboques e semirreboques, para habitação ou para acampar, do tipo trailer (caravana*)",8716
87162000,"- Reboques e semirreboques, autocarregáveis ou autodescarregáveis, para usos agrícolas",8716
87163100,-- Tanques (cisternas),8716
87163900,-- Outros,8716
87164000,- Outros reboques e semirreboques,8716
87168000,- Outros veículos,8716
87168000,"Carrinhos de tração manual, de ferro, para construção",8716
87168000,Veículos de tração animal,8716
87169010,Chassis de reboques e semirreboques,8716
87169090,Outras,8716
88010000,"Balões e dirigíveis; planadores, asas voadoras e outros veículos aéreos, não concebidos para propulsão a motor.",8801
88021100,"-- De peso não superior a 2.000 kg, vazios (sem carga)",8802
88021210,De peso não superior a 3.500 kg,8802
88021290,Outros,8802
88022010,A hélice,8802
88022021,Monomotores,8802
88022022,Multimotores,8802
88022090,Outros,8802
88023010,A hélice,8802
88023021,"Multimotores, de peso não superior a 7.000 kg, vazios (sem carga)",8802
88023029,Outros,8802
88023031,"De peso não superior a 7.000 kg, vazios (sem carga)",8802
88023039,Outros,8802
88023090,Outros,8802
88024010,A turboélice,8802
88024090,Outros,8802
88026000,"- Veículos espaciais (incluindo os satélites) e seus veículos de lançamento, e veículos suborbitais",8802
88040000,Paraquedas (incluindo os paraquedas dirigíveis e os parapentes) e os paraquedas giratórios; suas partes e acessórios.,8804
